estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative
-1387.1723338865468,12569.578843835347,13956.751177721893,-2.1008878232359565,0.03584101495601665,1313.3603241976623,-2682.489318948502,-91.85534882459132,Welch Two Sample t-test,two.sided
